db_id,prompt,ground_truth,Question,paraphrased_nl
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the name of the series that has the episode ""A Love of a Lifetime""? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.series_name from tv_channel  where  tv_series.Episode = ""A Love of a Lifetime""","What is the name of the series that has the episode ""A Love of a Lifetime""?","What series is associated with the episode titled ""A Love of a Lifetime""?"
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"". | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_series.Episode from tv_channel  where  tv_channel.series_name = ""Sky Radio""","List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".","What TV series episodes are broadcast on the TV channel that features the series named ""Sky Radio""?"
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the episode for the TV series named ""Sky Radio""? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_series.Episode from tv_channel  where  tv_channel.series_name = ""Sky Radio""","What is the episode for the TV series named ""Sky Radio""?","What episodes are associated with the TV series titled ""Sky Radio""?"
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Find the number of cartoons directed by each of the listed directors. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select count ( cartoon.* )  , cartoon.Directed_by from cartoon  group by cartoon.Directed_by",Find the number of cartoons directed by each of the listed directors.,What is the count of cartoons for each director who has directed a cartoon?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: How many cartoons did each director create? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select count ( cartoon.* )  , cartoon.Directed_by from cartoon  group by cartoon.Directed_by",How many cartoons did each director create?,What is the count of cartoons for each director who directed them?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Find the production code and channel of the most recently aired cartoon . | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select cartoon.Production_code , cartoon.Channel from cartoon  order by cartoon.Original_air_date desc limit 1",Find the production code and channel of the most recently aired cartoon .,What is the production code and channel of the most recently aired cartoon title?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the produdction code and channel of the most recent cartoon ? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select cartoon.Production_code , cartoon.Channel from cartoon  order by cartoon.Original_air_date desc limit 1",What is the produdction code and channel of the most recent cartoon ?,What are the production codes and channels of the cartoons that are the most recent ones?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Find the package choice and series name of the TV channel that has high definition TV. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Package_Option , tv_channel.series_name from tv_channel  where  tv_channel.Hight_definition_TV = ""yes""",Find the package choice and series name of the TV channel that has high definition TV.,What TV channel offers high definition TV and what are the package options available for that channel?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the package options and the name of the series for the TV Channel that supports high definition TV? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Package_Option , tv_channel.series_name from tv_channel  where  tv_channel.Hight_definition_TV = ""yes""",What are the package options and the name of the series for the TV Channel that supports high definition TV?,What are the package options and series names for the TV channels that offer high definition TV?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: which countries' tv channels are playing some cartoon written by Todd Casey? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Country from tv_channel  where  cartoon.Written_by = ""Todd Casey""",which countries' tv channels are playing some cartoon written by Todd Casey?,What countries have TV channels broadcasting cartoons written by Todd Casey?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the countries that have cartoons on TV that were written by Todd Casey? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Country from tv_channel  where  cartoon.Written_by = ""Todd Casey""",What are the countries that have cartoons on TV that were written by Todd Casey?,What countries have TV channels airing cartoons that were written by Todd Casey?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: which countries' tv channels are not playing any cartoon written by Todd Casey? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Country from tv_channel  where  except_  @.@ is cartoon.*  and  cartoon.Written_by = ""Todd Casey""",which countries' tv channels are not playing any cartoon written by Todd Casey?,What countries have TV channels that are not airing cartoons written by Todd Casey?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the countries that are not playing cartoons written by Todd Casey? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Country from tv_channel  where  except_  @.@ is cartoon.*  and  cartoon.Written_by = ""Todd Casey""",What are the countries that are not playing cartoons written by Todd Casey?,What are the countries where cartoons written by Todd Casey are not being broadcast?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.series_name , tv_channel.Country from tv_channel  where  cartoon.Directed_by = ""Michael Chang""  and  cartoon.Directed_by = ""Ben Jones""",Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,What TV channels are broadcasting cartoons that were directed by either Ben Jones or Michael Chang?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.series_name , tv_channel.Country from tv_channel  where  cartoon.Directed_by = ""Michael Chang""  and  cartoon.Directed_by = ""Ben Jones""",What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,What are the series names and countries of the TV channels broadcasting cartoons that were directed by either Ben Jones or Michael Chang?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: find the pixel aspect ratio and nation of the tv channels that do not use English. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Pixel_aspect_ratio_PAR , tv_channel.Country from tv_channel  where  tv_channel.Language != ""English""",find the pixel aspect ratio and nation of the tv channels that do not use English.,What are the pixel aspect ratios and countries of the TV channels that do not broadcast in English?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the pixel aspect ratio and country of origin for all TV channels that do not use English? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Pixel_aspect_ratio_PAR , tv_channel.Country from tv_channel  where  tv_channel.Language != ""English""",What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,What are the pixel aspect ratios and countries of origin for all TV channels that do not broadcast in the English language?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: find id of the tv channels that from the countries where have more than two tv channels. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

",select tv_channel.id from tv_channel  where  count ( tv_channel.* )  > 2  group by tv_channel.Country,find id of the tv channels that from the countries where have more than two tv channels.,What countries have more than two TV channels and what are the IDs of the TV channels from those countries?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the ids of all tv channels that have more than 2 TV channels? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

",select tv_channel.id from tv_channel  where  count ( tv_channel.* )  > 2  group by tv_channel.Country,What are the ids of all tv channels that have more than 2 TV channels?,What are the IDs of all TV channels that have a total of three or more TV channels associated with them?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: find the id of tv channels that do not play any cartoon directed by Ben Jones. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.id from tv_channel  where  except_  @.@ is cartoon.*  and  cartoon.Directed_by = ""Ben Jones""",find the id of tv channels that do not play any cartoon directed by Ben Jones.,What TV channels do not air cartoons directed by Ben Jones?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the ids of the TV channels that do not have any cartoons directed by Ben Jones? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.id from tv_channel  where  except_  @.@ is cartoon.*  and  cartoon.Directed_by = ""Ben Jones""",What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,What are the IDs of the TV channels that do not have any cartoons with a director named Ben Jones?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: find the package option of the tv channel that do not have any cartoon directed by Ben Jones. | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Package_Option from tv_channel  where  @.@ not in cartoon.*  and  cartoon.Directed_by = ""Ben Jones""",find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,What TV channel does not have any cartoons directed by Ben Jones available in its package option?
tvshow,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones? | tv_channel : id , series_name , country , language , content , pixel_aspect_ratio_par , hight_definition_tv , pay_per_view_ppv , package_option | tv_series : id , episode , air_date , rating , share , 18_49_rating_share , viewers_m , weekly_rank , channel | cartoon : id , title , directed_by , written_by , original_air_date , production_code , channel | tv_series.channel = tv_channel.id | cartoon.channel = tv_channel.id | 

### Response:

","select tv_channel.Package_Option from tv_channel  where  @.@ not in cartoon.*  and  cartoon.Directed_by = ""Ben Jones""",What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,What are the package options of all TV channels that do not broadcast cartoons directed by Ben Jones?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: How many poker players are there? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select count ( poker_player.* )  from poker_player,How many poker players are there?,What is the total count of individuals who participate in poker?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Count the number of poker players. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select count ( poker_player.* )  from poker_player,Count the number of poker players.,What is the total count of individuals who participate in poker?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: List the earnings of poker players in descending order. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Earnings from poker_player  order by poker_player.Earnings desc,List the earnings of poker players in descending order.,What are the total earnings of poker players sorted in a descending manner?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the earnings of poker players, ordered descending by value? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Earnings from poker_player  order by poker_player.Earnings desc,"What are the earnings of poker players, ordered descending by value?","What are the total amounts won by poker players, listed in order from highest to lowest?"
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: List the final tables made and the best finishes of poker players. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

","select poker_player.Final_Table_Made , poker_player.Best_Finish from poker_player",List the final tables made and the best finishes of poker players.,What are the final tables made and the best finishes of the poker players who have participated in the final tables?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the final tables made and best finishes for all poker players? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

","select poker_player.Final_Table_Made , poker_player.Best_Finish from poker_player",What are the final tables made and best finishes for all poker players?,What are the counts of final tables made and best finishes for every poker player?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the average earnings of poker players? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select avg ( poker_player.Earnings )  from poker_player,What is the average earnings of poker players?,What are the mean earnings of poker players in total?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the average earnings across all poker players. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select avg ( poker_player.Earnings )  from poker_player,Return the average earnings across all poker players.,What is the mean earnings total for all poker players?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the money rank of the poker player with the highest earnings? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Money_Rank from poker_player  order by poker_player.Earnings desc limit 1,What is the money rank of the poker player with the highest earnings?,What is the highest money rank achieved by a poker player?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the money rank of the player with the greatest earnings. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Money_Rank from poker_player  order by poker_player.Earnings desc limit 1,Return the money rank of the player with the greatest earnings.,What is the highest money rank achieved by any poker player?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the maximum number of final tables made among poker players with earnings less than 200000? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select max ( poker_player.Final_Table_Made )  from poker_player  where  poker_player.Earnings < 200000,What is the maximum number of final tables made among poker players with earnings less than 200000?,What are the highest counts of final tables achieved by poker players who have earned less than 200000?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the maximum final tables made across all poker players who have earnings below 200000. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select max ( poker_player.Final_Table_Made )  from poker_player  where  poker_player.Earnings < 200000,Return the maximum final tables made across all poker players who have earnings below 200000.,What is the highest number of final tables achieved by each poker player who has earned less than 200000?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the names of poker players? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  where  @.@ join poker_player.*,What are the names of poker players?,What are the names of individuals who are poker players?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the names of all the poker players. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  where  @.@ join poker_player.*,Return the names of all the poker players.,What are the names of all individuals who participate in poker?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the names of poker players whose earnings is higher than 300000? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  where  poker_player.Earnings > 300000,What are the names of poker players whose earnings is higher than 300000?,"What are the names of the poker players who have earned more than 300,000 dollars?"
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Give the names of poker players who have earnings above 300000. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  where  poker_player.Earnings > 300000,Give the names of poker players who have earnings above 300000.,"What are the names of poker players who have earned more than 300,000 dollars?"
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: List the names of poker players ordered by the final tables made in ascending order. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  order by poker_player.Final_Table_Made asc,List the names of poker players ordered by the final tables made in ascending order.,What are the names of the poker players sorted by the number of final tables they made in ascending order?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What are the names of poker players, ordered ascending by the number of final tables they have made? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Name from poker_player  order by poker_player.Final_Table_Made asc,"What are the names of poker players, ordered ascending by the number of final tables they have made?","What are the names of the individuals who participate in poker, listed in ascending order based on the number of times they have made it to the final table?"
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the birth date of the poker player with the lowest earnings? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Birth_Date from poker_player  order by poker_player.Earnings asc limit 1,What is the birth date of the poker player with the lowest earnings?,What is the birth date of the poker player with the minimum earnings?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the birth date of the poker player with the lowest earnings. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select people.Birth_Date from poker_player  order by poker_player.Earnings asc limit 1,Return the birth date of the poker player with the lowest earnings.,What is the birth date of the poker player who earned the least amount of money?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the money rank of the tallest poker player? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Money_Rank from poker_player  order by people.Height desc limit 1,What is the money rank of the tallest poker player?,What is the highest money rank achieved by the poker player with the greatest height?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: Return the money rank of the poker player with the greatest height. | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select poker_player.Money_Rank from poker_player  order by people.Height desc limit 1,Return the money rank of the poker player with the greatest height.,What is the money rank of the poker player who has the tallest height?
poker_player,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:

Convert text to NatSQL: What is the average earnings of poker players with height higher than 200? | poker_player : poker_player_id , people_id , final_table_made , best_finish , money_rank , earnings | people : people_id , nationality , name , birth_date , height | poker_player.people_id = people.people_id | 

### Response:

",select avg ( poker_player.Earnings )  from poker_player  where  people.Height > 200,What is the average earnings of poker players with height higher than 200?,What are the average earnings of poker players who stand above 200 centimeters tall?
