db_id,question,query,paraphrased_nl
small_bank_1,What are the names and sum of checking and savings balances for accounts with savings balances higher than the average savings balance?,"SELECT T1.name ,  T2.balance + T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  >  (SELECT avg(balance) FROM savings)",What are the names of customers and the total of their checking and savings balances where the savings balance exceeds the average savings balance across all customers?
small_bank_1,Find the name and checking balance of the account with the lowest savings balance.,"SELECT T1.name ,  T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T3.balance LIMIT 1",What is the name and checking account balance of the customer with the minimum savings account balance?
small_bank_1,What are the names and balances of checking accounts belonging to the customer with the lowest savings balance?,"SELECT T1.name ,  T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T3.balance LIMIT 1",What are the names and checking account balances of the customer with the minimum savings balance?
small_bank_1,Find the number of checking accounts for each account name.,"SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",What is the count of checking accounts for every account name?
small_bank_1,"What are the names of customers with accounts, and how many checking accounts do each of them have?","SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name","What are the names of customers who have accounts, and for each of them, how many checking accounts do they possess?"
small_bank_1,Find the total saving balance for each account name.,"SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",What is the combined savings balance for every account holder?
small_bank_1,"What are the names of customers with accounts, and what are the total savings balances for each?","SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name","What are the names of customers who have accounts, and what is the sum of their respective savings balances for each customer?"
small_bank_1,Find the name of accounts whose checking balance is below the average checking balance.,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  <  (SELECT avg(balance) FROM checking),What are the names of the customers whose checking account balances are less than the average checking account balance?
small_bank_1,What are the names of customers with checking balances lower than the average checking balance?,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  <  (SELECT avg(balance) FROM checking),What are the names of the customers whose checking account balances are below the average checking balance across all customers?
small_bank_1,Find the saving balance of the account with the highest checking balance.,SELECT T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance DESC LIMIT 1,What is the current savings balance for the customer with the highest checking account balance?
small_bank_1,What is the savings balance of the account belonging to the customer with the highest checking balance?,SELECT T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance DESC LIMIT 1,What savings balance does the account with the maximum checking balance have?
small_bank_1,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,"What is the combined sum of the checking and savings balances for each account, ordered from lowest to highest total balance."
small_bank_1,"What is the sum of checking and savings balances for all customers, ordered by the total balance?",SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,"What are the combined totals of checking and savings account balances for every customer, sorted by the overall balance amount?"
small_bank_1,Find the name and checking balance of the account with the lowest saving balance.,"SELECT T2.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T3.balance LIMIT 1",What are the names and checking account balances of the customers with the lowest savings account balance?
small_bank_1,What is the name and checking balance of the account which has the lowest savings balance?,"SELECT T2.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T3.balance LIMIT 1",What are the names and checking account balances of the accounts that have the minimum savings balance?
small_bank_1,"Find the name, checking balance and saving balance of all accounts in the bank.","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid",What are the names of all customers along with their respective checking and savings account balances?
small_bank_1,"What are the names, checking balances, and savings balances for all customers?","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid",What are the names of all customers along with their respective checking and savings account balances?
small_bank_1,"Find the name, checking balance and savings balance of all accounts in the bank sorted by their total checking and savings balance in descending order.","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","What are the names of all customers along with their respective checking and savings balances, listed in a way that the customers with the highest combined checking and savings balances appear first?"
small_bank_1,"What are the names, checking balances, and savings balances of customers, ordered by the total of checking and savings balances descending?","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC","What are the names of customers along with their checking and savings balances, sorted in descending order by the sum of their checking and savings balances?"
small_bank_1,Find the name of accounts whose checking balance is higher than corresponding saving balance.,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T2.balance  >  T3.balance,What are the names of the customers whose checking account balance exceeds their savings account balance?
small_bank_1,What are the names of customers with a higher checking balance than savings balance?,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T2.balance  >  T3.balance,What are the names of customers who have a higher checking account balance than their corresponding savings account balance?
small_bank_1,Find the name and total checking and savings balance of the accounts whose savings balance is lower than corresponding checking balance.,"SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance",What are the names of customers and the total of their checking and savings balances where the savings balance is less than the checking balance?
small_bank_1,"What are the names of customers who have a savings balance lower than their checking balance, and what is the total of their checking and savings balances?","SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance","What are the names of customers who have a lower savings balance compared to their checking balance, and what is the combined total of their checking and savings balances?"
small_bank_1,Find the name and savings balance of the top 3 accounts with the highest saving balance sorted by savings balance in descending order.,"SELECT T1.name ,  T2.balance FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T2.balance DESC LIMIT 3","What are the names and savings balances of the three customers with the highest savings balances, listed in order from highest to lowest savings balance?"
small_bank_1,What are names and savings balances of the three accounts with the highest savings balances?,"SELECT T1.name ,  T2.balance FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T2.balance DESC LIMIT 3",What are the names of customers and their corresponding savings balances for the top three accounts with the highest savings balances?
browser_web,How many main stream browsers whose market share is at least 5 exist?,SELECT count(*) FROM browser WHERE market_share  >=  5,What percentage of the most popular browsers have a market share of 5 or more?
browser_web,List the name of browsers in descending order by market share.,SELECT name FROM browser ORDER BY market_share DESC,What are the names of the browsers listed in order from highest to lowest market share?
browser_web,"List the ids, names and market shares of all browsers.","SELECT id ,  name ,  market_share FROM browser","What are the IDs, names, and market shares of all browsers?"
browser_web,"What is the maximum, minimum and average market share of the listed browsers?","SELECT max(market_share) ,  min(market_share) ,  avg(market_share) FROM browser","What are the highest, lowest, and mean market shares of the listed browsers?"
browser_web,What is the id and market share of the browser Safari?,"SELECT id ,  market_share FROM browser WHERE name  =  'Safari'",What are the id and market share of the browser named Safari?
browser_web,What are the name and os of web client accelerators that do not work with only a 'Broadband' type connection?,"SELECT name ,  operating_system FROM web_client_accelerator WHERE CONNECTION != 'Broadband'",What are the names and operating systems of web client accelerators that are not compatible with a 'Broadband' type of connection?
browser_web,What is the name of the browser that became compatible with the accelerator 'CProxy' after year 1998 ?,SELECT T1.name FROM browser AS T1 JOIN accelerator_compatible_browser AS T2 ON T1.id  =  T2.browser_id JOIN web_client_accelerator AS T3 ON T2.accelerator_id  =  T3.id WHERE T3.name  =  'CProxy' AND T2.compatible_since_year  >  1998,What browsers became compatible with the accelerator 'CProxy' after the year 1998 and what are their names?
browser_web,What are the ids and names of the web accelerators that are compatible with two or more browsers?,"SELECT T1.id ,  T1.Name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",What are the ids and names of the web accelerators that are used by two or more different browsers?
browser_web,What is the id and name of the browser that is compatible with the most web accelerators?,"SELECT T1.id ,  T1.name FROM browser AS T1 JOIN accelerator_compatible_browser AS T2 ON T1.id  =  T2.browser_id GROUP BY T1.id ORDER BY count(*) DESC LIMIT 1",What browsers have the highest number of compatible web accelerators and what are their respective ids?
browser_web,When did the web accelerator 'CACHEbox' and browser 'Internet Explorer' become compatible?,SELECT T1.compatible_since_year FROM accelerator_compatible_browser AS T1 JOIN browser AS T2 ON T1.browser_id  =  T2.id JOIN web_client_accelerator AS T3 ON T1.accelerator_id  =  T3.id WHERE T3.name  =  'CACHEbox' AND T2.name  =  'Internet Explorer',What is the year when the web accelerator 'CACHEbox' and the browser 'Internet Explorer' started being compatible?
browser_web,How many different kinds of clients are supported by the web clients accelerators?,SELECT count(DISTINCT client) FROM web_client_accelerator,What types of clients do web client accelerators support?
browser_web,How many accelerators are not compatible with the browsers listed ?,SELECT count(*) FROM web_client_accelerator WHERE id NOT IN ( SELECT accelerator_id FROM accelerator_compatible_browser );,What browsers are not supported by any accelerators?
browser_web,What distinct accelerator names are compatible with the browswers that have market share higher than 15?,SELECT DISTINCT T1.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T3.market_share  >  15;,What are the unique names of the accelerators that are compatible with the browsers which have a market share greater than 15?
browser_web,List the names of the browser that are compatible with both 'CACHEbox' and 'Fasterfox'.,SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'CACHEbox' INTERSECT SELECT T3.name FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T1.name  =  'Fasterfox',What browsers are compatible with both 'CACHEbox' and 'Fasterfox' accelerators?
browser_web,Show the accelerator names and supporting operating systems that are not compatible with the browser named 'Opera'.,"SELECT name ,  operating_system FROM web_client_accelerator EXCEPT SELECT T1.name ,  T1.operating_system FROM web_client_accelerator AS T1 JOIN accelerator_compatible_browser AS T2 ON T2.accelerator_id  =  T1.id JOIN browser AS T3 ON T2.browser_id  =  T3.id WHERE T3.name  =  'Opera'",What operating systems do the accelerators have that are not compatible with the browser named 'Opera'?
browser_web,"Which accelerator name contains substring ""Opera""?","SELECT name FROM web_client_accelerator WHERE name LIKE ""%Opera%""","What names of accelerators include the word ""Opera""?"
browser_web,Find the number of web accelerators used for each Operating system.,"SELECT Operating_system ,  count(*) FROM web_client_accelerator GROUP BY Operating_system",What is the count of web accelerators for each unique Operating system?
browser_web,give me names of all compatible browsers and accelerators in the descending order of compatible year,"SELECT T2.name ,  T3.name FROM accelerator_compatible_browser AS T1 JOIN browser AS T2 ON T1.browser_id  =  T2.id JOIN web_client_accelerator AS T3 ON T1.accelerator_id  =  T3.id ORDER BY T1.compatible_since_year DESC",What are the names of all compatible browsers and accelerators listed in the order of their compatibility year from most recent to least recent?
wrestler,How many wrestlers are there?,SELECT count(*) FROM wrestler,What is the total count of wrestlers in the database?
wrestler,Count the number of wrestlers.,SELECT count(*) FROM wrestler,What is the total count of wrestlers in the database?
wrestler,List the names of wrestlers in descending order of days held.,SELECT Name FROM wrestler ORDER BY Days_held DESC,What are the names of wrestlers sorted in a list from the longest to the shortest reign?
wrestler,"What are the names of the wrestlers, ordered descending by days held?",SELECT Name FROM wrestler ORDER BY Days_held DESC,"What wrestlers do we have, listed in order from the longest to the shortest reign?"
wrestler,What is the name of the wrestler with the fewest days held?,SELECT Name FROM wrestler ORDER BY Days_held ASC LIMIT 1,Which wrestler has the shortest duration of their reign?
wrestler,Return the name of the wrestler who had the lowest number of days held.,SELECT Name FROM wrestler ORDER BY Days_held ASC LIMIT 1,What is the name of the wrestler with the shortest duration of their reign?
wrestler,"What are the distinct reigns of wrestlers whose location is not ""Tokyo,Japan"" ?","SELECT DISTINCT Reign FROM wrestler WHERE LOCATION != ""Tokyo , Japan""","What are the unique reigns of wrestlers that do not have a location of ""Tokyo,Japan""?"
wrestler,"Give the different reigns of wrestlers who are not located in Tokyo, Japan.","SELECT DISTINCT Reign FROM wrestler WHERE LOCATION != ""Tokyo , Japan""","What are the distinct reigns of wrestlers that are not based in Tokyo, Japan?"
wrestler,What are the names and location of the wrestlers?,"SELECT Name ,  LOCATION FROM wrestler",What do the names and locations of the wrestlers look like?
wrestler,Give the names and locations of all wrestlers.,"SELECT Name ,  LOCATION FROM wrestler",What are the names and locations of each wrestler in the database?
wrestler,"What are the elimination moves of wrestlers whose team is ""Team Orton""?","SELECT Elimination_Move FROM Elimination WHERE Team  =  ""Team Orton""","What wrestlers on the team ""Team Orton"" were eliminated by what move?"
wrestler,Return the elimination movies of wrestlers on Team Orton.,"SELECT Elimination_Move FROM Elimination WHERE Team  =  ""Team Orton""",What are the elimination moves of wrestlers who are part of Team Orton?
wrestler,What are the names of wrestlers and the elimination moves?,"SELECT T2.Name ,  T1.Elimination_Move FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID",What wrestlers are associated with the elimination moves?
wrestler,Give the names of wrestlers and their elimination moves.,"SELECT T2.Name ,  T1.Elimination_Move FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID",What wrestlers are involved in eliminations and what moves were used to eliminate them?
wrestler,List the names of wrestlers and the teams in elimination in descending order of days held.,"SELECT T2.Name ,  T1.Team FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID ORDER BY T2.Days_held DESC","What are the names of wrestlers and the teams they were eliminated by, sorted in descending order by the duration of their reign?"
wrestler,"What are the names of wrestlers and their teams in elimination, ordered descending by days held?","SELECT T2.Name ,  T1.Team FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID ORDER BY T2.Days_held DESC","What wrestlers were involved in eliminations and what teams were they part of, listed in order from longest to shortest reign."
wrestler,List the time of elimination of the wrestlers with largest days held.,SELECT T1.Time FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID ORDER BY T2.Days_held DESC LIMIT 1,What are the times when wrestlers with the longest reigns were eliminated?
wrestler,What is the time of elimination for the wrestler with the most days held?,SELECT T1.Time FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID ORDER BY T2.Days_held DESC LIMIT 1,What wrestlers held the longest reign and what was the time of their elimination?
wrestler,Show times of elimination of wrestlers with days held more than 50.,SELECT T1.Time FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID WHERE T2.Days_held  >  50,What are the times of elimination for wrestlers who held their reign for more than 50 days?
wrestler,What are the times of elimination for wrestlers with over 50 days held?,SELECT T1.Time FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID WHERE T2.Days_held  >  50,What are the elimination times for wrestlers who have held their reign for more than 50 days?
wrestler,Show different teams in eliminations and the number of eliminations from each team.,"SELECT Team ,  COUNT(*) FROM elimination GROUP BY Team",What are the unique teams involved in eliminations and how many eliminations did each team participate in?
wrestler,How many eliminations did each team have?,"SELECT Team ,  COUNT(*) FROM elimination GROUP BY Team",What is the count of eliminations for each team in the Elimination table?
wrestler,Show teams that have suffered more than three eliminations.,SELECT Team FROM elimination GROUP BY Team HAVING COUNT(*)  >  3,What groups have experienced more than three instances of wrestlers being taken out of the competition?
wrestler,Which teams had more than 3 eliminations?,SELECT Team FROM elimination GROUP BY Team HAVING COUNT(*)  >  3,What groups had more than three wrestlers eliminated from them?
wrestler,Show the reign and days held of wrestlers.,"SELECT Reign ,  Days_held FROM wrestler","What are the details of each wrestler's reign, including the duration?"
wrestler,What are the reigns and days held of all wrestlers?,"SELECT Reign ,  Days_held FROM wrestler",What do the reigns and days held look like for each wrestler?
wrestler,What are the names of wrestlers days held less than 100?,SELECT Name FROM wrestler WHERE Days_held  <  100,What wrestlers have a reign duration of less than 100 days?
wrestler,Return the names of wrestlers with fewer than 100 days held.,SELECT Name FROM wrestler WHERE Days_held  <  100,What wrestlers have a reign that lasted less than 100 days?
wrestler,Please show the most common reigns of wrestlers.,SELECT Reign FROM wrestler GROUP BY Reign ORDER BY COUNT(*) DESC LIMIT 1,What are the most frequently occurring types of reigns among wrestlers?
wrestler,Which reign is the most common among wrestlers?,SELECT Reign FROM wrestler GROUP BY Reign ORDER BY COUNT(*) DESC LIMIT 1,What Reign does the highest number of wrestlers hold?
wrestler,List the locations that are shared by more than two wrestlers.,SELECT LOCATION FROM wrestler GROUP BY LOCATION HAVING COUNT(*)  >  2,What locations are held by more than two wrestlers?
wrestler,Which locations are shared by more than two wrestlers?,SELECT LOCATION FROM wrestler GROUP BY LOCATION HAVING COUNT(*)  >  2,What locations are held by more than two different wrestlers?
wrestler,List the names of wrestlers that have not been eliminated.,SELECT Name FROM wrestler WHERE Wrestler_ID NOT IN (SELECT Wrestler_ID FROM elimination),What wrestlers do we have records for that have not been taken out of competition?
wrestler,What are the names of wrestlers who have never been eliminated?,SELECT Name FROM wrestler WHERE Wrestler_ID NOT IN (SELECT Wrestler_ID FROM elimination),What wrestlers do we find that have not been eliminated in any match?
wrestler,"Show the teams that have both wrestlers eliminated by ""Orton"" and wrestlers eliminated by ""Benjamin"".","SELECT Team FROM Elimination WHERE Eliminated_By  =  ""Orton"" INTERSECT SELECT Team FROM Elimination WHERE Eliminated_By  =  ""Benjamin""","What wrestlers were eliminated by ""Orton"" and also eliminated by ""Benjamin"" in the same team?"
wrestler,What are the teams that have both wrestlers eliminated by Orton and wrestlers eliminated by Benjamin?,"SELECT Team FROM Elimination WHERE Eliminated_By  =  ""Orton"" INTERSECT SELECT Team FROM Elimination WHERE Eliminated_By  =  ""Benjamin""","What wrestlers were eliminated by Orton and also eliminated by Benjamin, and what teams do these wrestlers belong to?"
wrestler,What is the number of distinct teams that suffer elimination?,SELECT COUNT (DISTINCT team) FROM elimination,What are the unique groups of wrestlers that have been eliminated?
wrestler,How many different teams have had eliminated wrestlers?,SELECT COUNT (DISTINCT team) FROM elimination,What distinct teams have been associated with wrestlers who were eliminated?
wrestler,"Show the times of elimination by ""Punk"" or ""Orton"".","SELECT TIME FROM elimination WHERE Eliminated_By  =  ""Punk"" OR Eliminated_By  =  ""Orton""","What are the times when wrestlers ""Punk"" or ""Orton"" were eliminated?"
wrestler,What are the times of elimination for any instances in which the elimination was done by Punk or Orton?,"SELECT TIME FROM elimination WHERE Eliminated_By  =  ""Punk"" OR Eliminated_By  =  ""Orton""",What are the times of elimination for any instances where the elimination was carried out by either Punk or Orton?
school_finance,How many schools are there?,SELECT count(*) FROM school,What is the total count of schools in the database?
school_finance,Count the number of schools.,SELECT count(*) FROM school,What is the total count of schools in the database?
school_finance,Show all school names in alphabetical order.,SELECT school_name FROM school ORDER BY school_name,What are the names of all schools listed in ascending order by name?
school_finance,"List the name, location, mascot for all schools.","SELECT school_name ,  LOCATION ,  mascot FROM school","What are the names, locations, and mascots of all the schools?"
school_finance,What are the total and average enrollment of all schools?,"SELECT sum(enrollment) ,  avg(enrollment) FROM school",What is the combined total and mean enrollment for all schools?
school_finance,What are the mascots for schools with enrollments above the average?,SELECT mascot FROM school WHERE enrollment  >  (SELECT avg(enrollment) FROM school),What schools have mascots and have an enrollment greater than the average enrollment across all schools?
school_finance,List the name of the school with the smallest enrollment.,SELECT school_name FROM school ORDER BY enrollment LIMIT 1,What are the names of the schools with the lowest enrollment numbers?
school_finance,"Show the average, maximum, minimum enrollment of all schools.","SELECT avg(enrollment) ,  max(enrollment) ,  min(enrollment) FROM school","What are the mean, highest, and lowest enrollment numbers for all schools?"
school_finance,Show each county along with the number of schools and total enrollment in each county.,"SELECT county ,  count(*) ,  sum(enrollment) FROM school GROUP BY county",What are the counts of schools and total enrollments for each county?
school_finance,"How many donors have endowment for school named ""Glenn""?","SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""","What is the count of donors who have made an endowment for a school with the name ""Glenn""?"
school_finance,List each donator name and the amount of endowment in descending order of the amount of endowment.,"SELECT donator_name ,  sum(amount) FROM endowment GROUP BY donator_name ORDER BY sum(amount) DESC",What are the names of the donors and the corresponding endowment amounts listed in a descending order based on the endowment amounts?
school_finance,List the names of the schools without any endowment.,SELECT school_name FROM school WHERE school_id NOT IN (SELECT school_id FROM endowment),What are the names of the schools that do not have any endowments?
school_finance,List all the names of schools with an endowment amount smaller than or equal to 10.,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,What are the names of the schools that have an endowment amount of 10 or less?
school_finance,"Show the names of donors who donated to both school ""Glenn"" and ""Triton.""",SELECT T1.donator_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn' INTERSECT SELECT T1.donator_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Triton',"What are the names of the donors who contributed to both schools named ""Glenn"" and ""Triton""?"
school_finance,Show the names of all the donors except those whose donation amount less than 9.,SELECT donator_name FROM endowment EXCEPT SELECT donator_name FROM endowment WHERE amount  <  9,What are the names of the donors who made donations of 9 dollars or more?
school_finance,List the amount and donor name for the largest amount of donation.,"SELECT amount ,  donator_name FROM endowment ORDER BY amount DESC LIMIT 1",What are the amounts and donor names for the largest donations made to the schools?
school_finance,How many budgets are above 3000 in year 2001 or before?,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,What is the total number of budgets that exceed 3000 dollars in the year 2001 or earlier?
school_finance,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,What is the total count of budgets for schools that were budgeted in a year prior to or in the year 2001 with a budgeted amount exceeding 3000?
school_finance,"Show each school name, its budgeted amount, and invested amount in year 2002 or after.","SELECT T2.school_name ,  T1.budgeted ,  T1.invested FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T1.year  >=  2002",What schools have a budgeted amount and an invested amount for the year 2002 or later?
school_finance,Show all donor names.,SELECT DISTINCT donator_name FROM endowment,What are the names of all the donors.
school_finance,How many budget record has a budget amount smaller than the invested amount?,SELECT count(*) FROM budget WHERE budgeted  <  invested,What is the count of budget records where the budgeted amount is less than the amount invested?
school_finance,"What is the total budget amount for school ""Glenn"" in all years?",SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',"What are the total budget amounts for all years for the school named ""Glenn""?"
school_finance,Show the names of schools with a total budget amount greater than 100 or a total endowment greater than 10.,SELECT T2.school_name FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN endowment AS T3 ON T2.school_id  =  T3.school_id GROUP BY T2.school_name HAVING sum(T1.budgeted)  >  100 OR sum(T3.amount)  >  10,What schools have a total budget exceeding one hundred dollars or a total endowment exceeding ten dollars?
school_finance,Find the names of schools that have more than one donator with donation amount above 8.5.,SELECT T2.School_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T1.amount  >  8.5 GROUP BY T1.school_id HAVING count(*)  >  1,What schools have multiple donors who have given more than 8.5 dollars?
school_finance,Find the number of schools that have more than one donator whose donation amount is less than 8.5.,SELECT count(*) FROM (SELECT * FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING count(*)  >  1),What is the count of schools that have multiple donors who have donated less than 8.5?
school_finance,"List the name, IHSAA Football Class, and Mascot of the schools that have more than 6000 of budgeted amount or were founded before 2003, in the order of percent of total invested budget and total budgeted budget.","SELECT T1.School_name ,  T1.Mascot ,  T1.IHSAA_Football_Class FROM school AS T1 JOIN budget AS T2 ON T1.school_id  =  T2.school_id WHERE Budgeted  >  6000 OR YEAR  <  2003 ORDER BY T2.total_budget_percent_invested ,  T2.total_budget_percent_budgeted","What are the school names, IHSAA Football Classes, and mascots of the schools that either have a budgeted amount greater than 6000 or were founded before 2003, sorted by the percentage of total budget invested and then by the total budgeted amount?"
protein_institute,How many buildings are there?,SELECT count(*) FROM building,What is the total count of buildings in the database?
protein_institute,"Show the name, street address, and number of floors for all buildings ordered by the number of floors.","SELECT name ,  street_address ,  floors FROM building ORDER BY floors","What are the names, street addresses, and number of floors for each building, listed in order from the building with the fewest floors to the building with the most floors?"
protein_institute,What is the name of the tallest building?,SELECT name FROM building ORDER BY height_feet DESC LIMIT 1,What is the name of the building with the highest height?
protein_institute,"What are the average, maximum, and minimum number of floors for all buildings?","SELECT avg(floors) ,  max(floors) ,  min(floors) FROM building","What are the mean, highest, and lowest number of floors across all buildings?"
protein_institute,Show the number of buildings with a height above the average or a number of floors above the average.,SELECT count(*) FROM building WHERE height_feet  >  (SELECT avg(height_feet) FROM building) OR floors  >  (SELECT avg(floors) FROM building),What is the count of buildings that have a height greater than the average height or a number of floors greater than the average number of floors?
protein_institute,List the names of buildings with at least 200 feet of height and with at least 20 floors.,SELECT name FROM building WHERE height_feet  >=  200 AND floors  >=  20,What are the names of the buildings that have a height of at least 200 feet and have 20 or more floors?
protein_institute,"Show the names and locations of institutions that are founded after 1990 and have the type ""Private"".","SELECT institution ,  LOCATION FROM institution WHERE founded  >  1990 AND TYPE  =  'Private'",What institutions have a founding year greater than 1990 and are classified as private institutions?
protein_institute,"Show institution types, along with the number of institutions and total enrollment for each type.","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE","What are the types of institutions, along with the count of institutions and the total enrollment for each type?"
protein_institute,Show the institution type with the largest number of institutions.,SELECT TYPE FROM institution GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1,What institution type has the highest number of institutions?
protein_institute,Show the institution type with an institution founded after 1990 and an institution with at least 1000 enrollment.,SELECT TYPE FROM institution WHERE founded  >  1990 AND enrollment  >=  1000,What institutions have a type and were founded after 1990 and have an enrollment of at least 1000 students?
